dataID	context	indices_target_token	indices_target_sentence	lemma
1152_(Exodus 20:3)	How many people will not go to haven because these two commandments? "You shall have no other gods before me".	70:108	0:110	You shall have no other gods before me
1153_(Exodus 20:3)	That's the thing...Not even God says he's the only god. He says "you shall have no other gods before Me," He wiped the worshippers of Muloch(?) for human sacrifice from the earth. He is the head honcho. The big kahuna. The "King of kings," Reading is hard, I know. Hehheh.	65:103	0:272	You shall have no other gods before me
1154_(Exodus 20:3)	RULE #1: You shall have no other Gods before me. Jesus - Hold my wine. What could possibly go wrong?	9:47	0:100	You shall have no other gods before me
1155_(Exodus 20:3)	The Commandments can be found a.o. in Exodus 20 in the Bible. I have seen them listed in various order. For the sake of clarity, let me reproduce them as found on the Hope and Truth website. 1. You shall have no other Gods before Me.	194:232	0:233	You shall have no other gods before me
1156_(Exodus 20:3)	With your understanding of God, and God’s commandment that you shall have no other gods before me, and your claim that God is unchanging, why was it not a sin for the disciples to worship Jesus at the end of Matthew?	59:97	0:216	You shall have no other gods before me
1157_(Exodus 20:3)	Exodus 20 3 states... "You shall have no other gods before me." That acknowledges the existence of other gods. There are other places in the bible where it says similar.	23:61	0:169	You shall have no other gods before me
1158_(Exodus 20:3)	"You shall have no other gods before me." Exodus 20:3. Idolizing anything besides God himself is a sin. Wake up brother. Your lord and savor loves you  and will welcome you back into his arms when you repent and turn to him.	1:39	0:224	You shall have no other gods before me
1159_(Exodus 20:3)	What they were doing was just obeying what God says, which is, "You shall have no other gods before me."	64:102	0:104	You shall have no other gods before me
1160_(Exodus 20:3)	And NO I don't believe in your god #traitortrump the DEMONIC FORCE YOU WORSHIP. Commandment 1 "YOU SHALL HAVE NO OTHER gods before Me"Exodus 20:3.#GETWOKE #STAYWOKE	95:133	0:164	You shall have no other gods before me
1161_(Exodus 20:3)	Took until I was 35 before I realized that "You shall have no other gods before me." Actually means: Yes, there are other Gods, but I'm the main one, so don't be worshipping them over me. The entire Old testament assumes there are actually other valid Gods you could pick...	44:82	0:274	You shall have no other gods before me
1162_(Exodus 20:3)	You shall have no other gods before me doesn't say there aren't other Gods which he has the character space to do so, it says worship him first. Try some reading comprehension.	0:38	0:176	You shall have no other gods before me
1163_(Exodus 20:3)	The very first of the Ten Commandments: You shall have no other gods before me. For most of my life I never understood why this was the first. Its so very easy to understand though. Just listen to Atheism‘s biggest spokesperson.	40:78	0:228	You shall have no other gods before me
1164_(Exodus 20:3)	How can you say the lord is the center of the universe when a guy like Trump is the front runner of your party? And half of republicans worship him like a God. You shall have no other gods before me. The first comment.	160:198	0:218	You shall have no other gods before me
1165_(Exodus 20:3)	The 1st commandment says it clearly for all who doubt. Exodus 20: 3. You shall have no other gods before me	69:107	0:107	You shall have no other gods before me
1166_(Exodus 20:3)	Did not God say, You shall have no other gods before me? Why are you idolising someone who doesn't have the power to intercede for you? Is he the Messiah?	17:55	0:154	You shall have no other gods before me
1167_(Exodus 20:3)	Most Christians (not all) haven’t read the Old Testament. Exodus 20:1-3 And God spoke all these words, saying, "I am the Lord your God, who brought you out of the land of Egypt, out of the house of slavery. You shall have no other gods before me." Why we Jews don’t worship Jesus	207:245	0:279	You shall have no other gods before me
1168_(Exodus 20:3)	our own Bible says, You shall have no other gods before me. You can pretend that this means false gods but it isnt what the original authors meant.  They knew other gods existed, they just thought their god ruled over them. It is highly unlikely any gods exist.	20:58	0:261	You shall have no other gods before me
1169_(Exodus 20:3)	You shall have no other gods before me. Ex 20:3 means you shall not worship imaginary gods that don't exist. Many Bible verses say that God said God is the only God who exists.	0:38	0:176	You shall have no other gods before me
1170_(Exodus 20:3)	You shall have no other gods before me. You shall not make any graven images; you shall not bow down to them or serve them. It’s idolatry. Christian idolatry doesn’t justify Muslim idolatry. They are both a problem.	0:38	0:215	You shall have no other gods before me
257_(Genesis 1:1)	All our convictions rest on this truth: In the beginning God created the heaven and the earth. God created everything good. Everything. Angels, animals, man and woman. The evil you experience, the misery you can clearly see was not originated in God. God is good and we hope to live in the city that He made, the city of God, the New Jerusalem. The New Eden, where a new heaven meets the new earth. Once there, we will never experience evil and pain! Thanks to the sacrifice of our Lord Jesus Christ, blessed be His name forever.	40:79	0:529	In the beginning God created the heaven
258_(Genesis 1:1)	In the beginning God created the heaven and the earth. And the earth was without form, and void; and darkness was upon the face of the deep. And the Spirit of God moved upon the face of the waters. And God said, Let there be light: and there was light.	0:39	0:252	In the beginning God created the heaven
259_(Genesis 1:1)	Check out this product 😍 In the beginning GOD created the heaven and the earth Short-Sleeve Unisex... 😍 by CoxWebSales starting at $16.99. Show now 👉 👉 https://shortlink.store/iorkbcfeotzo	25:64	0:188	In the beginning God created the heaven
260_(Genesis 1:1)	Ok, but science is certainly found therein. Consider "In the beginning God created the heaven and the earth". In the beginning (that's time) God created the heaven (that's space which has 3 dimensions, that is length, width, and heighth) and the earth (that's matter, also 3D: liquid, solid, gas). Space, Time, Matter Continuum, creation explains stuff.	54:93	0:353	In the beginning God created the heaven
261_(Genesis 1:1)	Genesis 1:1 gives a clear definition of God. In the beginning God created the heaven and the earth. In other words, He existed before time on earth began and He created everything. Why is it up to God to prove Himself? Have you been seeking Him?	45:84	0:245	In the beginning God created the heaven
262_(Genesis 1:1)	For me, it starts with: In the beginning God created the heaven and the earth... For me, it continues with every Word in-between and leading up to: The grace of our Lord Jesus Christ be with you all. Amen.	24:63	0:205	In the beginning God created the heaven
263_(Genesis 1:1)	Yo, in the beginning God created the heaven & the earth, it was lit! He made day & night, and it was all chill. Trust the process, fam. 	4:43	0:136	In the beginning God created the heaven
264_(Genesis 1:1)	Pre biblical? The bible starts with "In the beginning God created the heaven and the earth". So they have been doing this before they actually existed!	37:76	0:151	In the beginning God created the heaven
265_(Genesis 1:1)	Before the universe existed, there was no time, space or matter. Therefore, the only thing that could create the universe, would be something which is outside of time, space and matter, i.e., eternal and transcendent. In the beginning God created the heaven.	218:257	0:258	In the beginning God created the heaven
266_(Genesis 1:1)	DVDASA - Saga 01 Episode 001: In the Beginning God created the heaven and the earth.	30:69	0:84	In the beginning God created the heaven
267_(Genesis 1:1)	TheBibleFeed: "In The Beginning God Created The Heaven And The Earth. You Won't Believe What Happened Next!"	15:54	0:108	In the beginning God created the heaven
268_(Genesis 1:1)	In the beginning God created the heavens and the earth. And Dr. Pepper.	0:39	0:71	In the beginning God created the heaven
269_(Genesis 1:1)	So i just started reading the bible again since i was like 9 and it said "in the beginning god created the heavens" does that mean there multiple heavens and if we die which one we go to?	74:113	0:187	In the beginning God created the heaven
270_(Genesis 1:1)	In the beginning God created the heavens and the Earth. Unfortunately creation was his only power and now he lives as an immortal but otherwise powerless human within his own creation.	0:39	0:184	In the beginning God created the heaven
271_(Genesis 1:1)	Biblenauts - In the beginning God created the heavens and the earth - It was amazing and you missed it	13:52	0:102	In the beginning God created the heaven
272_(Genesis 1:1)	In the beginning God created the heavens and the earth and Terry Crews	0:39	0:70	In the beginning God created the heaven
273_(Genesis 1:1)	Science has the Big Bang as marking the beginning of time and space in the universe, whereas The Bible states that In the beginning God created the heaven and the earth. What is your own interpretation of the beginning of time?	115:154	0:227	In the beginning God created the heaven
274_(Genesis 1:1)	Does it not seem just a bit strange that in the beginning God created the heaven and all of the creatures from just his will, yet he needed dirt to make a male human and one of his ribs to make a female human?	41:80	0:209	In the beginning God created the heaven
275_(Genesis 1:1)	in the beginning God created the heaven and the earth, we see the earth but do we see heaven? No, hence my explanations, I was literally describing heaven like you asked	0:39	0:169	In the beginning God created the heaven
276_(Genesis 1:1)	Fill the gap: In the beginning, God created the heaven and the _____	14:54	0:68	In the beginning God created the heaven
277_(Genesis 1:1)	In the beginning God created the heaven. Do you think god stays in heaven because he's afraid of what he has created.	0:39	0:117	In the beginning God created the heaven
278_(Genesis 1:1)	In the beginning God created the heaven and then he drowned everybody because he didn't like what he created, the humans. It probably did happen, the alien cloned itself, the hormones takes over, they fuck everything with similarities genitals.	0:39	0:244	In the beginning God created the heaven
279_(Genesis 1:1)	Physical Science has long been rooted in the fields of physics and the study of power, force, time, mass, space, and light. God, through the Bible, revealed His mighty power when he created day 1 in Genesis 1. Looks "In the beginning God created the heavens and the earth" as "In the beginning (time) God (power) created (force) the heavens (space) and the earth (mass)".	217:256	0:371	In the beginning God created the heaven
280_(Genesis 1:1)	In the beginning God created the heaven and the earth. So please we are here for a reason, and his plan for man kind is explained in detail within a a book called Bible. With faith in God and his word find the book read it to gain wisdom and purpose	0:39	0:249	In the beginning God created the heaven
281_(Genesis 1:1)	In the beginning God created the heaven and the earth. God knew the origin of the universe would be the most debated topic someday, He started his book by answering the question, How did life begin?	0:39	0:198	In the beginning God created the heaven
282_(Genesis 1:1)	In the beginning God created the heaven and the Earth. That sounds like a third-person account on an observed event! Question: where was this observer situated while observing God do all this creation?? Ahahahah	0:39	0:211	In the beginning God created the heaven
283_(Genesis 1:1)	The ESV states: "heavens". The ASV says "heavens". The KJV states "heaven". Which is a direct translation from the Hebrew: "Bereshit bara Elohim et hashamayim ve'et ha'arets.". That is, "In the beginning God created the heaven and the earth." Whatever eh? God made everything, why quibble?	187:226	0:289	In the beginning God created the heaven
284_(Genesis 1:1)	In the beginning GOD created the heaven and the earth. That is who I pray to GOD from Genesis. Dispenses with all of the complications.	0:39	0:135	In the beginning God created the heaven
285_(Genesis 1:1)	In the beginning God created the heaven and the earth. Let us pray	0:39	0:66	In the beginning God created the heaven
286_(Genesis 1:1)	In the beginning God Created The heaven's and The earth. How much power does it take to DO this? When you pray understand who you are praying TO? IS there anything to hard for God? Jesus said nothing IS impossible with God.	0:39	0:223	In the beginning God created the heaven
287_(Genesis 1:1)	I Pray For You 🙏. In the beginning God created the heaven and the earth. 🙏 Genesis 1:1 🙏 Just as God created the heaven and earth from nothing. He can make you somebody from nothing. Just Type Amen. God Bless you. 🙏	18:57	0:215	In the beginning God created the heaven
288_(Genesis 1:1)	No, my friend, God did create us. The Holy Bible reads Genesis 1:1 In the beginning GOD created the heaven and the earth. I'll pray for you. 😃 Hope your having a great day. God bless you!	67:106	0:187	In the beginning God created the heaven
289_(Genesis 1:1)	Good morning my precious loved ones! I pray, as you travel through your day, you will recognize the glory of God that is all around us. In the beginning God created the heaven and the earth.	136:175	0:190	In the beginning God created the heaven
290_(Genesis 1:1)	Every rough beginning is a sign of glorious future, let's learn from God in the beginning God created the heaven and the earth void, then He began a serious work by putting things in there good order. So don't mind your rough beginning just pray hard and work hard.	73:112	0:265	In the beginning God created the heaven
291_(Genesis 1:1)	t's the beginning of a new week. What will YOU create? I pray God will continue to open up your creativity and give you witty inventions. In the beginning God created the heaven and the earth.	138:177	0:192	In the beginning God created the heaven
292_(Genesis 1:1)	#Bible #Jesus #pray THE #POWER OF #GOD IS #AWESOME In the beginning God created the #heaven and the #earth.	51:91	0:107	In the beginning God created the heaven
293_(Genesis 1:1)	Pray with this Scripture verse: In the beginning God created the heaven and the earth.	32:71	0:86	In the beginning God created the heaven
294_(Genesis 1:1)	In the beginning God created the heaven and the earth. He can create situations for you. What do you need? Ask Him to help you today. Pray.	0:39	0:139	In the beginning God created the heaven
1110_(Hebrews 11:1)	"Now faith is confidence in what we hope for and assurance about what we do not see" is a description of faith, not a definition. The Bible has many other passages that shed light on what faith is. be sure to check the rest if you haven't.	1:83	0:239	Now faith is confidence in what we hope for and assurance about what we do not see
1111_(Hebrews 11:1)	"Now faith is confidence in what we hope for and assurance about what we do not see." Your faith can see	1:83	0:104	Now faith is confidence in what we hope for and assurance about what we do not see
1112_(Hebrews 11:1)	Your faith can see! To come out of #depression you have to see yourself come out. Once your hope has u seeing yourself having better days, it is something you can put your faith to work on. Then the better days will get more frequent. Thank God for that, I do! "Now faith is confidence in what we hope for and assurance about what we do not see"	262:344	0:345	Now faith is confidence in what we hope for and assurance about what we do not see
1113_(Hebrews 11:1)	Now faith is confidence in what we hope for and assurance about what we do not see. Faith in Hebrews 11:1 is simply 'confidence in what we hope for'. I just lack that confidence.	0:82	0:178	Now faith is confidence in what we hope for and assurance about what we do not see
1114_(Hebrews 11:1)	Join us this Wednesday for our Switch Midweek service as we dive into the topic 'Unwavering Faith'. Hebrews 11:1 reminds us that now faith is confidence in what we hope for and assurance about what we do not see. Through unwavering faith, we accelerate the manifestation of prayers, expectations, and the powerful messages we received at the #AccelerateConference2023. Come ready to strengthen your faith and witness the accelerated manifestation of God's promises in your life. Remember to invite a friend.	129:211	0:507	Now faith is confidence in what we hope for and assurance about what we do not see
1115_(Hebrews 11:1)	Now faith is confidence in what we hope for and assurance about what we do not see. The Bible is full of evidence for us to base faith upon. People just ignore it because it is more comforting to live in ignorance than to accept God.	0:82	0:233	Now faith is confidence in what we hope for and assurance about what we do not see
1116_(Hebrews 11:1)	Keeping faith in focus today with Hebrews 11:1 - 'Now faith is confidence in what we hope for and assurance about what we do not see.' It's a gentle reminder that even when life's path isn't clear, steadfast hope and faith navigate us through	50:132	0:242	Now faith is confidence in what we hope for and assurance about what we do not see
1117_(Hebrews 11:1)	Now faith is confidence in what we hope for and assurance about what we do not see. Believing is from the heart/mind/thought.	0:82	0:125	Now faith is confidence in what we hope for and assurance about what we do not see
1118_(Hebrews 11:1)	Faith is defined in Hebrews 11:1 as "now faith is confidence in what we hope for and assurance about what we do not see." But there is no actual physical substance at all; Biblical faith is merely misplaced confidence in unsubstantiated wishful thinking.	37:119	0:254	Now faith is confidence in what we hope for and assurance about what we do not see
1119_(Hebrews 11:1)	Now faith is confidence in what we hope for and assurance about what we do not see. Faith without works does not mean faith without works and one will lose their salvation otherwise salvation is by our own works and GOD says salvation is not by our works. Salvation is by grace through faith alone according to the Bible.	0:82	0:321	Now faith is confidence in what we hope for and assurance about what we do not see
1120_(Hebrews 11:1)	What is the basis of our faith in the resurrection? The Scriptures tell us that "Now faith is confidence in what we hope for and assurance about what we do not see." Faith is an entirely free gift that God makes to us. Faith also seeks understanding. ✝️	81:163	0:253	Now faith is confidence in what we hope for and assurance about what we do not see
1121_(Hebrews 11:1)	"Now faith is confidence in what we hope for and assurance about what we do not see."Just like 'proven science' genuine faith is built on 'evidence' of facts that are assured by truth, and one of the strongest proofs of genuine faith is the results obtained in the lives of those who have and practice it. It will bring a contentment in your life and relationships that only can be obtained by applying the superior 'life equations' or principles of the one who designed humans and therefore knows what brings the most happiness, contentment, and genuine freedom for them. Apply those equations in your life, and they will have a positive impact. They are found in the Bible, which provides an unwavering source of truth, unlike the advice of humans, which is always in flux.	1:83	0:775	Now faith is confidence in what we hope for and assurance about what we do not see
1122_(Hebrews 11:1)	Sight is the Ability to see things as they are and Vision (Faith) is the ability to see things as they could be. 'Now faith is confidence in what we hope for and assurance about what we do not see'	114:196	0:197	Now faith is confidence in what we hope for and assurance about what we do not see
1123_(Hebrews 11:1)	Evidence? 'Now faith is confidence in what we hope for and assurance about what we do not see'Faith! Wind moves the tree branches and you can feel a breeze on your face, but do you see the wind? It is the same with the Holy Spirit. You do not see the Spirit with human eyes, but can experience His presence and see His work in human lives: renewing minds, changing hearts, leading and guiding. Only hardened hearts and unenlightened souls think Jesus has failed the world. Jesus doesn’t value women less than men. He actually restored earlier lost traditions of treating women as equals. One of His closest followers was a woman - Mary Magdalene - and she was the first person to whom He revealed His resurrected risen self. 	11:93	0:725	Now faith is confidence in what we hope for and assurance about what we do not see
1124_(Hebrews 11:1)	"Now faith is confidence in what we hope for and assurance about what we do not see." There has never been a time when God was not, nor will there ever be a time when He is not.	1:83	0:177	Now faith is confidence in what we hope for and assurance about what we do not see
1125_(Hebrews 11:1)	When walking with God, sometimes you don’t really need to understand what’s going on around you. Hebrews 11:1, says Now faith is confidence in what we hope for and assurance about what we do not see. Our Faith is confident and all we need to do is trust God knowing everything will be okay !	116:198	0:291	Now faith is confidence in what we hope for and assurance about what we do not see
1126_(Hebrews 11:1)	Now faith is confidence in what we hope for and assurance about what we do not see. With this definition, it became natural.	0:82	0:124	Now faith is confidence in what we hope for and assurance about what we do not see
1127_(Hebrews 11:1)	1. First have faith meaning be firm, constant, and understand based on the fact that "Now faith is confidence in what we hope for and assurance about what we do not see." Your faith is what is bringing your good into being. So focus here.	86:168	0:238	Now faith is confidence in what we hope for and assurance about what we do not see
1128_(Hebrews 11:1)	GOD IS GREAT!!"Now faith is confidence in what we hope for and assurance about what we do not see." This is one of my favorite bible verses! The fundamental fact of existence is that this trust in God, this faith, is the firm foundation under everything that makes life worth living. It's our handle on what we can't see. The act of faith is what distinguished our ancestors, set them above the crowd. I’ve prayed for you bro and I’ll keep doing it! You are an amazing human, you have a beautiful family and even though you’ve gone through a lot in life you never lost faith in Jesus.	15:97	0:584	Now faith is confidence in what we hope for and assurance about what we do not see
1129_(Hebrews 11:1)	One of my favorite verses (the whole chapter is amazing): 'Now faith is confidence in what we hope for and assurance about what we do not see.' 	59:141	0:144	Now faith is confidence in what we hope for and assurance about what we do not see
1130_(Hebrews 11:1)	If you need encouragement (and who doesn't) then the so-called 'Faith Chapter' of the Bible is for you: "Now faith is confidence in what we hope for and assurance about what we do not see"	105:187	0:188	Now faith is confidence in what we hope for and assurance about what we do not see
1131_(Hebrews 11:1)	The Biblical definition of faith gives it all away. "Now faith is confidence in what we hope for and assurance about what we do not see." By definition they aren't looking for truth or to challenge beliefs. Faith is an incredibly low bar to clear in Christianity.	53:135	0:263	Now faith is confidence in what we hope for and assurance about what we do not see
1132_(Hebrews 11:1)	God is establishing covenant with you this month by testing your faith! You need to rise to higher levels of faith tangibility!'Now faith is confidence in what we hope for and assurance about what we do not see.'	128:210	0:212	Now faith is confidence in what we hope for and assurance about what we do not see
1133_(Hebrews 11:1)	Now FAITH is confidence in what we HOPE for and assurance about what we do NOT SEE. When we learn something new we HOPE to get good at it! This can be anything. We can't see the skill because we don't have it yet. But we HOPE we will someday, so we move towards our goals!	0:82	0:272	Now faith is confidence in what we hope for and assurance about what we do not see
1134_(Hebrews 11:1)	Science can not and will not explain everything that is knowable, it would be foolish logic to think so. 'Now faith is confidence in what we hope for and assurance about what we do not see.'	106:188	0:190	Now faith is confidence in what we hope for and assurance about what we do not see
1135_(Hebrews 11:1)	Now faith is confidence in what we hope for and assurance about what we do not see. Whats the things or beings unseen by the human eyes are not real, sometimes we can feel what we "can´t see", so we know that the unseen reality exists. Faith gives confidence.	0:82	0:259	Now faith is confidence in what we hope for and assurance about what we do not see
1136_(Hebrews 11:1)	Meditation for the Day: "Now faith is confidence in what we hope for and assurance about what we do not see." God reminds us that He is always at work for the sake of His people, even when we’re not sure what’s happening, faith is the key that unlocks Gods power!	25:107	0:263	Now faith is confidence in what we hope for and assurance about what we do not see
1137_(Hebrews 11:1)	It is essential to keep the faith in this life’s journey. Faith in God will help you to keep moving forward. Hebrews 11:1 says, 'Now faith is confidence in what we hope for and assurance about what we do not see.'	129:211	0:213	Now faith is confidence in what we hope for and assurance about what we do not see
1138_(Hebrews 11:1)	God has a Special plan for all those who love Him. Get on your knees and pray, He is a good listener. Now faith is confidence in what we hope for and assurance about what we do not see. Grab your faith #Bible now and pray	102:184	0:221	Now faith is confidence in what we hope for and assurance about what we do not see
1139_(Hebrews 11:1)	"Now faith is confidence in what we hope for and assurance about what we do not see"Amen! For those who have ears to hear and eyes to see through all the fear-mongering distractions, division, deception, dystopian pushers who transgress against God!	1:83	0:249	Now faith is confidence in what we hope for and assurance about what we do not see
134_(Hosea 8:7)	Keep it up. For they have sown the wind, and they shall reap the whirlwind. For the idiots that went to government schools. Actions have consequences, especially that people may face negative consequences for their bad actions. Once said by this wise man.	16:74	0:255	They have sown the wind, and they shall reap the whirlwind
135_(Hosea 8:7)	It's not release the whirlwind, jackass, It's reap the whirlwind. Why am I not surprised this joke of an attorney can't even cite the Bible correctly. The right version is: For they have sown the wind, and they shall reap the whirlwind.	177:235	0:236	They have sown the wind, and they shall reap the whirlwind
136_(Hosea 8:7)	You don't get to vote do disenfranchise millions and then preach unity. For they have sown the wind, and they shall reap the whirlwind: it hath no stalk; the bud shall yield no meal: if so be it yield, the strangers shall swallow it up.	76:134	0:236	They have sown the wind, and they shall reap the whirlwind
137_(Hosea 8:7)	I conclude with prophetic words that were spoken centuries ago: For they have sown the wind and shall reap the whirlwind. These are the words of the Prophet Hosea to be found in Hosea 8:7. He that has an ear let him hear.	64:120	0:221	They have sown the wind, and they shall reap the whirlwind
138_(Hosea 8:7)	Trump picked a fight he was never going to win. He was warned not to do so. He did anyway. Now he'll suffer the consequences. @realdonaldTrump For they have sown the wind, and they shall reap the whirlwind	147:205	0:205	They have sown the wind, and they shall reap the whirlwind
139_(Hosea 8:7)	Two things regarding the morbid gynocentrism and rabied feminism in our country and the upcoming marital rape law: For they have sown the wind, and they shall reap the whirlwind.	119:177	0:178	They have sown the wind, and they shall reap the whirlwind
140_(Hosea 8:7)	Today's Bible verse for Hawley, Trump and the others who incited the insurrection: For they have sown the wind, and they shall reap the whirlwind.	87:145	0:146	They have sown the wind, and they shall reap the whirlwind
141_(Hosea 8:7)	Like all bullies, Russia doesn't like it when the victim of its aggression hits back. For they have sown the wind, and they shall reap the whirlwind	90:148	0:148	They have sown the wind, and they shall reap the whirlwind
142_(Hosea 8:7)	The best comment on what we see now in the Belgorod/Bilhorod region of Russia is in the Bible. For they have sown the wind, and they shall reap the whirlwind.	99:157	0:158	They have sown the wind, and they shall reap the whirlwind
143_(Hosea 8:7)	I have only one message to the developers of the Saints Row reboot. For they have sown the wind, and they shall reap the whirlwind	72:130	0:130	They have sown the wind, and they shall reap the whirlwind
144_(Hosea 8:7)	For they have sown the wind, and they shall reap the whirlwind means that works have rewards and actions have consequences, with a focus on negative consequences for bad actions.	4:62	0:178	They have sown the wind, and they shall reap the whirlwind
145_(Hosea 8:7)	People's consensual sex lives don't bother or interest me a whit. 1 exception is when it exposes Xtian hypocrisy & an elitist abuse of the People's house. They that sow the wind shall reap the whirlwind. For they have sown the wind, and they shall reap the whirlwind	208:266	0:266	They have sown the wind, and they shall reap the whirlwind
146_(Hosea 8:7)	People arguing against AMZN etc. for not paying taxes, are the same people who blame the QBs for the record number of touch down passes, not realizing they are just taking advantage of the pro passing rules. For they have sown the wind, and they shall reap the whirlwind.	212:270	0:271	They have sown the wind, and they shall reap the whirlwind
147_(Hosea 8:7)	They've all been cleared multiple times by Congress and Trump's DOJ. What's coming for the maga traitors and their financiers is going to make the War on Drugs look like preschool. For they have sown the wind, and they shall reap the whirlwind.	185:243	0:244	They have sown the wind, and they shall reap the whirlwind
148_(Hosea 8:7)	Sir Isaac Newton: For every action, there is an opposite and equal reaction. The Bible said it first: For they have sown the wind, and they shall reap the whirlwind.	106:164	0:165	They have sown the wind, and they shall reap the whirlwind
149_(Hosea 8:7)	If you wage a war on another country, you shall be ready that your people will die too. Anywhere, in your capital or hundreds of kms behind the frontline. For they have sown the wind, and they shall reap the whirlwind.	159:217	0:218	They have sown the wind, and they shall reap the whirlwind
150_(Hosea 8:7)	Putin and Russia started this war thinking they could bomb everyone else and no one would bomb them. They have sewn the wind and for they have sown the wind, and they shall reap the whirlwind. Slava Ukraini	133:191	0:206	They have sown the wind, and they shall reap the whirlwind
151_(Hosea 8:7)	💯% correct. There could be no better use of funds. Russia has sown the wind, and for they have sown the wind, and they shall reap the whirlwind. Don't forget that they are waging war not only against Ukraine but against the whole West.	85:143	0:235	They have sown the wind, and they shall reap the whirlwind
152_(Hosea 8:7)	"For they sow the wind, and they shall reap the whirlwind." This image represents the total combat losses of the enemy from February 24, 2022 to May 26, 2023.	0:57	0:158	They have sown the wind, and they shall reap the whirlwind
153_(Hosea 8:7)	Russia is not even able to protect it's borders!! How will you protect your people? 🤣 🤣 🤣 #russiaIsCollapsing They have sown the wind, and they shall reap the whirlwind	110:168	0:168	They have sown the wind, and they shall reap the whirlwind
154_(Hosea 8:7)	Russia started this war under the childish delusion that they could attack everyone, and no one could attack them. But for they have sown the wind, and they shall reap the whirlwind	123:181	0:181	They have sown the wind, and they shall reap the whirlwind
155_(Hosea 8:7)	For they have sown the wind, and they shall reap the whirlwind. Shorter! non-ecclesiastical version: Y'aint seen nothin' yet, Clowndaddy.	4:62	0:137	They have sown the wind, and they shall reap the whirlwind
156_(Hosea 8:7)	The cowardly terrorists who attacked us a few days ago should know that they have sown the wind, and they shall reap the whirlwind.	72:130	0:131	They have sown the wind, and they shall reap the whirlwind
157_(Hosea 8:7)	Are the Russians exempt? "The Nazis entered this war under the rather childish delusion that they were going to bomb everyone else, and nobody was going to bomb them. They have sown the wind, and they shall reap the whirlwind."	167:225	0:227	They have sown the wind, and they shall reap the whirlwind
158_(Hosea 8:7)	Remember Susan Sarandon and Chris Hayes giggling on MSNBC over the prospect of Trump's chaos hastening Bernie's sacred "Revolution." For they have sown the wind, and they shall reap the whirlwind.	137:195	0:196	They have sown the wind, and they shall reap the whirlwind
159_(Hosea 8:7)	I realise it's unfashionable these days to quote scripture in political discourse, but does the phrase "they have sown the wind, and they shall reap the whirlwind" mean nothing to these people?	104:162	0:193	They have sown the wind, and they shall reap the whirlwind
663_(Isaiah 41:10)	"Do not fear, for I am with you; do not be afraid, for I am your God. I will strengthen you, I will surely help you; I will hold you with my righteous hand." Results day! Advance congrats to everyone, we did our best until the end.	1:31	0:231	do not fear, for I am with you
664_(Isaiah 41:10)	"So do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you and help you; I will uphold you with my righteous right hand." Blessed Sunday, Everyone! Praying for our good health and stay safe always. 🙏 🤍	4:34	0:239	do not fear, for I am with you
665_(Isaiah 41:10)	In the midst of life's storms, when fear and uncertainty surround us, let us remember to trust in God. Remember his word "So do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you and help you"	125:155	0:231	do not fear, for I am with you
666_(Isaiah 41:10)	Good night family. God's peace and love be with you 🙏🏾 ❤ "So do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you, I will help you; I will uphold you with my righteous hand."	61:91	0:214	do not fear, for I am with you
667_(Isaiah 41:10)	"Do not fear, for I am with you. Do not be dismayed, for I am your God. I will strengthen you and help you; I will uphold you with my righteous right hand." Remember, whatever you're going through, you're not alone. You have divine strength behind you. Stay strong and keep pushing forward. 💪 🙏	1:31	0:294	do not fear, for I am with you
668_(Isaiah 41:10)	We hope this verse from Isaiah 41:10 will be an encouragement to you today. "So do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you and help you; I will uphold you with my righteous right hand."	80:110	0:235	do not fear, for I am with you
669_(Isaiah 41:10)	Keep strong @freedomcaucus . The American people are with you. Isaiah 41:10 So do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you and help you; I will uphold you with my righteous right hand.	79:109	0:233	do not fear, for I am with you
670_(Isaiah 41:10)	Isaiah 41 10:13 Make the best of your beautiful day for he is with you. ❤ "So do not fear, for I am with you; be not dismayed, for I am your God;"	78:108	0:146	do not fear, for I am with you
671_(Isaiah 41:10)	"So do not fear, for I am with you; be not dismayed, for I am your God; I will strengthen you, I will help you, I will uphold you with my righteous right hand." Mr. President, Nigerians are with you and you shall exceedingly succeed, Sir! 🙏 🇳🇬	4:34	0:243	do not fear, for I am with you
672_(Isaiah 41:10)	"CHRIST WILL HELP, STRENGTHEN, AND UPHOLD YOU". So do not fear, for I am with you; be not dismayed, for I am your God; I will strengthen you, I will help you, I will uphold you with my righteous right hand.	51:81	0:206	do not fear, for I am with you
673_(Isaiah 41:10)	Spirit lead me where my trust is without borders. Let me walk upon the waters. Wherever You would call me. Take me deeper than my feet could ever wander. And my faith will be made stronger. In the presence of my Saviour"Do not fear, for I am with you"-Isaiah 41:10 Thank you!	220:250	0:275	do not fear, for I am with you
674_(Isaiah 41:10)	Welcome, God loves you. So do not fear, for I am with you; be not dismayed, for I am your God; I will strengthen you, I will help you, I will uphold you with my righteous right hand.	27:57	0:182	do not fear, for I am with you
