instanceID	label	comment	annotator
pair_55_(1 John 4:8)	3		AndreaMariaC
pair_48_(John 8:32)	2		AndreaMariaC
pair_92_(2 Corinthians 5:7)	3		Nisha
pair_44_(Ephesians 5:25)	2		AndreaMariaC
pair_130_(Ephesians 5:25)	3		AndreaMariaC
pair_66_(2 Corinthians 5:17)	2		Nisha
pair_75_(2 Corinthians 5:17)	2		AndreaMariaC
pair_132_(Ephesians 5:25)	3		AndreaMariaC
pair_6_(2 Corinthians 5:7)	3		AndreaMariaC
pair_53_(1 John 4:8)	4		AndreaMariaC
pair_47_(1 John 4:8)	3		AndreaMariaC
pair_121_(1 John 4:8)	3		AndreaMariaC
pair_118_(2 Corinthians 5:17)	2		AndreaMariaC
pair_85_(Ephesians 5:25)	3		AndreaMariaC
pair_40_(1 Samuel 16:7)	1		AndreaMariaC
pair_141_(1 John 4:8)	3		AndreaMariaC
pair_123_(2 Corinthians 5:17)	2		AndreaMariaC
pair_53_(Exodus 20:3)	3		AndreaMariaC
pair_20_(Jeremiah 17:9)	2		AndreaMariaC
pair_124_(Jeremiah 17:9)	2		Nisha
pair_22_(1 John 4:8)	4		Nisha
pair_133_(Ephesians 5:25)	4		Nisha
pair_53_(Ephesians 5:25)	3		Nisha
pair_1_(Ephesians 5:25)	2		Nisha
pair_70_(Genesis 1:1)	2		Nisha
pair_13_(Ephesians 5:25)	1		Nisha
pair_50_(Hebrews 11:1)	2		Nisha
pair_28_(2 Corinthians 5:7)	3		Nisha
pair_104_(Ephesians 5:25)	1		Nisha
pair_24_(2 Corinthians 5:7)	3		Nisha
pair_133_(John 8:32)	1		Nisha
pair_136_(Ephesians 5:25)	2		Nisha
pair_139_(Genesis 1:1)	1		Nisha
pair_68_(2 Corinthians 5:7)	1		Nisha
pair_19_(2 Corinthians 5:7)	2		Nisha
pair_114_(Genesis 1:1)	2		Nisha
pair_11_(Genesis 1:1)	1		Nisha
pair_41_(1 Samuel 16:7)	1		Nisha
pair_29_(Hebrews 11:1)	3		Nisha
pair_55_(2 Corinthians 5:17)	3		Nisha
pair_84_(Jeremiah 17:9)	1		Nisha
pair_72_(Exodus 20:3)	2		Nisha
pair_115_(2 Corinthians 5:7)	1		Nisha
pair_19_(Hebrews 11:1)	1		Nisha
pair_107_(2 Corinthians 5:17)	1		Nisha
pair_36_(1 John 4:8)	3		Nisha
pair_53_(Hebrews 11:1)	1		Nisha
pair_109_(Exodus 20:3)	1		Nisha
pair_76_(2 Corinthians 5:7)	1		Nisha
pair_107_(2 Corinthians 5:7)	1		Nisha
pair_42_(2 Corinthians 5:17)	1		Nisha
pair_144_(2 Corinthians 5:17)	1		Nisha
pair_89_(John 8:32)	2		Nisha
pair_90_(2 Corinthians 5:7)	2		Nisha
pair_111_(1 John 4:8)	3		Nisha
pair_28_(Hebrews 11:1)	3		Nisha
pair_6_(John 8:32)	3		Nisha
pair_18_(John 8:32)	2		Nisha
pair_87_(John 8:32)	1		Nisha
pair_108_(1 Samuel 16:7)	2		Nisha
pair_90_(Ephesians 5:25)	2		AndreaMariaC
pair_70_(2 Corinthians 5:7)	4		AndreaMariaC
pair_0_(Ephesians 5:25)	3		AndreaMariaC
pair_2_(Exodus 20:3)	2		AndreaMariaC
pair_86_(Jeremiah 17:9)	1		AndreaMariaC
pair_40_(John 8:32)	3		AndreaMariaC
pair_107_(2 Corinthians 5:7)	2		AndreaMariaC
pair_129_(Jeremiah 17:9)	2		AndreaMariaC
pair_42_(2 Corinthians 5:17)	2		AndreaMariaC
pair_106_(1 John 4:8)	3		AndreaMariaC
pair_69_(Jeremiah 17:9)	3		AndreaMariaC
pair_133_(Hebrews 11:1)	2		AndreaMariaC
pair_1_(2 Corinthians 5:7)	3		AndreaMariaC
pair_49_(1 Samuel 16:7)	2		AndreaMariaC
pair_49_(Jeremiah 17:9)	2		AndreaMariaC
pair_57_(2 Corinthians 5:7)	2		AndreaMariaC
pair_31_(2 Corinthians 5:7)	2		AndreaMariaC
pair_64_(Exodus 20:3)	2		AndreaMariaC
pair_32_(2 Corinthians 5:7)	4		AndreaMariaC
pair_64_(Jeremiah 17:9)	2		AndreaMariaC
pair_18_(Genesis 1:1)	2		AndreaMariaC
pair_110_(Ephesians 5:25)	3		AndreaMariaC
pair_44_(Genesis 1:1)	1		AndreaMariaC
pair_95_(1 Samuel 16:7)	2		AndreaMariaC
pair_97_(Exodus 20:3)	2		AndreaMariaC
pair_131_(Jeremiah 17:9)	2		AndreaMariaC
pair_91_(John 8:32)	3		AndreaMariaC
pair_139_(Hebrews 11:1)	2		AndreaMariaC
pair_120_(1 John 4:8)	3		AndreaMariaC
pair_87_(1 John 4:8)	3		AndreaMariaC
pair_113_(Ephesians 5:25)	2		AndreaMariaC
pair_64_(1 Samuel 16:7)	2		AndreaMariaC
pair_76_(Jeremiah 17:9)	2		AndreaMariaC
pair_94_(Jeremiah 17:9)	2		AndreaMariaC
pair_54_(2 Corinthians 5:7)	3		AndreaMariaC
pair_141_(Jeremiah 17:9)	2		AndreaMariaC
pair_95_(2 Corinthians 5:17)	2		AndreaMariaC
pair_143_(1 John 4:8)	4		AndreaMariaC
pair_149_(Ephesians 5:25)	2		AndreaMariaC
pair_140_(John 8:32)	2		AndreaMariaC
pair_38_(Exodus 20:3)	2		AndreaMariaC
pair_101_(Exodus 20:3)	2		AndreaMariaC
pair_144_(2 Corinthians 5:17)	3		AndreaMariaC
pair_109_(Hebrews 11:1)	3		AndreaMariaC
pair_90_(Genesis 1:1)	3		AndreaMariaC
pair_109_(Ephesians 5:25)	3		AndreaMariaC
pair_89_(2 Corinthians 5:17)	3		AndreaMariaC
pair_67_(Exodus 20:3)	2		AndreaMariaC
pair_27_(Hebrews 11:1)	2		AndreaMariaC
pair_145_(Hebrews 11:1)	1		AndreaMariaC
pair_142_(1 John 4:8)	3		AndreaMariaC
pair_15_(Jeremiah 17:9)	1		AndreaMariaC
pair_122_(Genesis 1:1)	3		AndreaMariaC
pair_125_(2 Corinthians 5:17)	2		AndreaMariaC
pair_79_(John 8:32)	2		AndreaMariaC
pair_26_(2 Corinthians 5:17)	2		AndreaMariaC
pair_62_(1 Samuel 16:7)	2		AndreaMariaC
pair_19_(Ephesians 5:25)	3		AndreaMariaC
pair_42_(Jeremiah 17:9)	1		AndreaMariaC
pair_67_(Hebrews 11:1)	3		AndreaMariaC
pair_39_(Ephesians 5:25)	2		AndreaMariaC
pair_45_(1 Samuel 16:7)	2		AndreaMariaC
pair_79_(Ephesians 5:25)	4		AndreaMariaC
pair_107_(Exodus 20:3)	2		AndreaMariaC
pair_1_(1 Samuel 16:7)	2		AndreaMariaC
pair_106_(2 Corinthians 5:7)	2		AndreaMariaC
pair_106_(1 Samuel 16:7)	2		AndreaMariaC
pair_139_(Genesis 1:1)	2		AndreaMariaC
pair_87_(2 Corinthians 5:7)	2		AndreaMariaC
pair_74_(Genesis 1:1)	2		AndreaMariaC
pair_137_(Exodus 20:3)	3		AndreaMariaC
pair_22_(Exodus 20:3)	2		AndreaMariaC
pair_12_(John 8:32)	2		AndreaMariaC
pair_115_(1 John 4:8)	3		AndreaMariaC
pair_59_(1 John 4:8)	3		AndreaMariaC
pair_71_(2 Corinthians 5:17)	2		AndreaMariaC
pair_40_(Hebrews 11:1)	3		AndreaMariaC
pair_70_(2 Corinthians 5:17)	3		AndreaMariaC
pair_115_(Genesis 1:1)	2		AndreaMariaC
pair_131_(Ephesians 5:25)	3		AndreaMariaC
pair_99_(1 Samuel 16:7)	2		AndreaMariaC
pair_9_(2 Corinthians 5:17)	2		AndreaMariaC
pair_128_(2 Corinthians 5:7)	3		AndreaMariaC
pair_58_(1 John 4:8)	4		AndreaMariaC
pair_124_(1 Samuel 16:7)	3		AndreaMariaC
pair_6_(John 8:32)	3		AndreaMariaC
pair_78_(Exodus 20:3)	4		AndreaMariaC
pair_131_(Hebrews 11:1)	1		AndreaMariaC
pair_21_(John 8:32)	2		AndreaMariaC
pair_11_(John 8:32)	2		AndreaMariaC
pair_38_(2 Corinthians 5:7)	2		AndreaMariaC
pair_35_(Genesis 1:1)	2		AndreaMariaC
pair_24_(2 Corinthians 5:7)	3		AndreaMariaC
pair_17_(Jeremiah 17:9)	2		AndreaMariaC
pair_117_(Exodus 20:3)	2		AndreaMariaC
pair_121_(Ephesians 5:25)	3		AndreaMariaC
pair_142_(1 Samuel 16:7)	4		AndreaMariaC
pair_48_(Exodus 20:3)	3		AndreaMariaC
pair_78_(2 Corinthians 5:7)	3		AndreaMariaC
pair_58_(1 John 4:8)	4		Nisha
pair_147_(1 John 4:8)	3		Nisha
pair_76_(1 Samuel 16:7)	2		AndreaMariaC
pair_74_(2 Corinthians 5:7)	2		AndreaMariaC
pair_83_(Hebrews 11:1)	4		AndreaMariaC
pair_133_(Jeremiah 17:9)	2		AndreaMariaC
pair_95_(Jeremiah 17:9)	2		AndreaMariaC
pair_6_(1 Samuel 16:7)	1		AndreaMariaC
pair_148_(Genesis 1:1)	3		AndreaMariaC
pair_43_(Hebrews 11:1)	2		AndreaMariaC
pair_81_(Jeremiah 17:9)	2		AndreaMariaC
pair_9_(Ephesians 5:25)	2		AndreaMariaC
pair_74_(John 8:32)	2		AndreaMariaC
pair_139_(1 John 4:8)	3		AndreaMariaC
pair_16_(John 8:32)	1		AndreaMariaC
pair_98_(John 8:32)	2		AndreaMariaC
pair_33_(John 8:32)	3		AndreaMariaC
pair_102_(Ephesians 5:25)	3		AndreaMariaC
pair_99_(Genesis 1:1)	2		AndreaMariaC
pair_127_(Jeremiah 17:9)	2		AndreaMariaC
pair_89_(Genesis 1:1)	2		AndreaMariaC
pair_74_(Jeremiah 17:9)	3		AndreaMariaC
pair_88_(Ephesians 5:25)	3		AndreaMariaC
pair_0_(John 8:32)	3		AndreaMariaC
pair_65_(1 Samuel 16:7)	2		AndreaMariaC
pair_78_(1 John 4:8)	3		AndreaMariaC
pair_70_(Genesis 1:1)	3		AndreaMariaC
pair_138_(2 Corinthians 5:17)	3		AndreaMariaC
pair_49_(Hebrews 11:1)	2		AndreaMariaC
pair_6_(1 John 4:8)	3		AndreaMariaC
pair_79_(1 John 4:8)	4		AndreaMariaC
pair_149_(1 Samuel 16:7)	2		AndreaMariaC
pair_132_(1 John 4:8)	3		AndreaMariaC
pair_70_(Ephesians 5:25)	2		AndreaMariaC
pair_8_(1 Samuel 16:7)	3		AndreaMariaC
pair_127_(John 8:32)	2		AndreaMariaC
pair_23_(Genesis 1:1)	3		AndreaMariaC
pair_3_(Genesis 1:1)	2		AndreaMariaC
pair_54_(Hebrews 11:1)	3		AndreaMariaC
pair_146_(1 Samuel 16:7)	2		AndreaMariaC
pair_61_(Exodus 20:3)	2		AndreaMariaC
pair_36_(Hebrews 11:1)	3		AndreaMariaC
pair_41_(Ephesians 5:25)	3		AndreaMariaC
pair_76_(Genesis 1:1)	3		AndreaMariaC
pair_28_(John 8:32)	2		AndreaMariaC
pair_97_(Ephesians 5:25)	3		AndreaMariaC
pair_24_(1 John 4:8)	3		AndreaMariaC
pair_10_(Hebrews 11:1)	3		AndreaMariaC
pair_8_(Ephesians 5:25)	3		AndreaMariaC
pair_82_(Jeremiah 17:9)	3		AndreaMariaC
pair_105_(Genesis 1:1)	2		AndreaMariaC
pair_60_(Exodus 20:3)	2		AndreaMariaC
pair_127_(2 Corinthians 5:7)	2		AndreaMariaC
pair_102_(2 Corinthians 5:7)	3		AndreaMariaC
pair_100_(2 Corinthians 5:17)	3		AndreaMariaC
pair_117_(1 John 4:8)	2		AndreaMariaC
pair_25_(John 8:32)	2		AndreaMariaC
pair_86_(1 Samuel 16:7)	4		AndreaMariaC
pair_11_(1 Samuel 16:7)	3		AndreaMariaC
pair_90_(John 8:32)	2		Nisha
pair_63_(Jeremiah 17:9)	1		AndreaMariaC
pair_142_(2 Corinthians 5:7)	1		Nisha
pair_102_(Ephesians 5:25)	4		Nisha
pair_93_(1 John 4:8)	2		Nisha
pair_18_(Exodus 20:3)	3		Nisha
pair_28_(John 8:32)	1		Nisha
pair_134_(Exodus 20:3)	2		Nisha
pair_125_(2 Corinthians 5:7)	3		AndreaMariaC
pair_93_(2 Corinthians 5:7)	2		AndreaMariaC
pair_64_(1 John 4:8)	3		AndreaMariaC
pair_6_(2 Corinthians 5:17)	2		Nisha
pair_33_(Genesis 1:1)	2		Nisha
pair_25_(Jeremiah 17:9)	3		AndreaMariaC
pair_62_(2 Corinthians 5:7)	3		AndreaMariaC
pair_18_(2 Corinthians 5:17)	2		Nisha
pair_99_(John 8:32)	4		AndreaMariaC
pair_109_(2 Corinthians 5:17)	2		AndreaMariaC
pair_2_(Jeremiah 17:9)	2		AndreaMariaC
pair_36_(John 8:32)	2		AndreaMariaC
pair_34_(Genesis 1:1)	2		AndreaMariaC
pair_101_(Hebrews 11:1)	3		AndreaMariaC
pair_97_(2 Corinthians 5:17)	4		AndreaMariaC
pair_103_(John 8:32)	2		Nisha
pair_32_(Exodus 20:3)	2		AndreaMariaC
pair_99_(1 John 4:8)	3		AndreaMariaC
pair_132_(Genesis 1:1)	3		AndreaMariaC
pair_120_(Jeremiah 17:9)	2		AndreaMariaC
pair_91_(2 Corinthians 5:17)	1		AndreaMariaC
pair_19_(1 John 4:8)	3		AndreaMariaC
pair_15_(Hebrews 11:1)	3		AndreaMariaC
pair_128_(Jeremiah 17:9)	3		AndreaMariaC
pair_117_(John 8:32)	2		AndreaMariaC
pair_36_(Ephesians 5:25)	3		AndreaMariaC
pair_147_(1 Samuel 16:7)	3		AndreaMariaC
pair_80_(Ephesians 5:25)	3		AndreaMariaC
pair_142_(John 8:32)	2		AndreaMariaC
pair_56_(2 Corinthians 5:7)	4		AndreaMariaC
pair_147_(Ephesians 5:25)	3		shur
pair_14_(1 John 4:8)	3		AndreaMariaC
pair_143_(Ephesians 5:25)	3		AndreaMariaC
pair_47_(Hebrews 11:1)	4		AndreaMariaC
pair_100_(Ephesians 5:25)	3		AndreaMariaC
pair_108_(1 Samuel 16:7)	3		AndreaMariaC
pair_1_(1 John 4:8)	3		AndreaMariaC
pair_98_(2 Corinthians 5:17)	4		AndreaMariaC
pair_128_(Hebrews 11:1)	3		AndreaMariaC
pair_103_(Jeremiah 17:9)	2		AndreaMariaC
pair_40_(Jeremiah 17:9)	1		AndreaMariaC
pair_27_(2 Corinthians 5:17)	2		AndreaMariaC
pair_32_(1 John 4:8)	4		AndreaMariaC
pair_30_(Jeremiah 17:9)	2		AndreaMariaC
pair_143_(1 Samuel 16:7)	2		AndreaMariaC
pair_61_(2 Corinthians 5:7)	3		AndreaMariaC
pair_0_(2 Corinthians 5:17)	4		AndreaMariaC
pair_136_(Genesis 1:1)	2		AndreaMariaC
pair_109_(2 Corinthians 5:7)	2		AndreaMariaC
pair_49_(1 John 4:8)	4		AndreaMariaC
pair_9_(Exodus 20:3)	2		AndreaMariaC
pair_92_(Jeremiah 17:9)	3		AndreaMariaC
pair_18_(1 John 4:8)	3		AndreaMariaC
pair_92_(2 Corinthians 5:17)	3		AndreaMariaC
pair_145_(Exodus 20:3)	2		AndreaMariaC
pair_19_(1 Samuel 16:7)	2		AndreaMariaC
pair_75_(Jeremiah 17:9)	1		AndreaMariaC
pair_67_(Genesis 1:1)	2		AndreaMariaC
pair_98_(Hebrews 11:1)	3		AndreaMariaC
pair_143_(John 8:32)	2		AndreaMariaC
pair_65_(Ephesians 5:25)	3		AndreaMariaC
pair_53_(John 8:32)	2		AndreaMariaC
pair_110_(Exodus 20:3)	3		AndreaMariaC
pair_72_(Ephesians 5:25)	2		AndreaMariaC
pair_25_(Hebrews 11:1)	1		AndreaMariaC
pair_32_(Jeremiah 17:9)	2		AndreaMariaC
pair_62_(Ephesians 5:25)	3		AndreaMariaC
pair_68_(Genesis 1:1)	2		AndreaMariaC
pair_70_(1 John 4:8)	4		AndreaMariaC
pair_26_(1 Samuel 16:7)	3		AndreaMariaC
pair_112_(1 John 4:8)	3		AndreaMariaC
pair_55_(Genesis 1:1)	2		AndreaMariaC
pair_96_(Jeremiah 17:9)	2		AndreaMariaC
pair_130_(2 Corinthians 5:7)	3		AndreaMariaC
pair_101_(1 Samuel 16:7)	2		AndreaMariaC
pair_71_(Genesis 1:1)	3		AndreaMariaC
pair_127_(1 John 4:8)	3		AndreaMariaC
pair_21_(1 John 4:8)	3		AndreaMariaC
pair_6_(Jeremiah 17:9)	3		AndreaMariaC
pair_61_(1 Samuel 16:7)	2		AndreaMariaC
pair_22_(Jeremiah 17:9)	2		AndreaMariaC
pair_122_(1 John 4:8)	3		AndreaMariaC
pair_9_(1 Samuel 16:7)	3		AndreaMariaC
pair_63_(2 Corinthians 5:17)	1		AndreaMariaC
pair_53_(Ephesians 5:25)	3		AndreaMariaC
pair_114_(Hebrews 11:1)	4		AndreaMariaC
pair_110_(1 Samuel 16:7)	2		AndreaMariaC
pair_67_(2 Corinthians 5:17)	2		AndreaMariaC
pair_69_(2 Corinthians 5:17)	2		AndreaMariaC
pair_46_(1 John 4:8)	2		AndreaMariaC
pair_135_(Genesis 1:1)	2		AndreaMariaC
pair_141_(Ephesians 5:25)	2		AndreaMariaC
pair_10_(1 John 4:8)	4		AndreaMariaC
pair_69_(1 John 4:8)	3		AndreaMariaC
pair_10_(2 Corinthians 5:7)	2		AndreaMariaC
pair_117_(2 Corinthians 5:7)	2		AndreaMariaC
pair_12_(1 Samuel 16:7)	2		AndreaMariaC
pair_69_(John 8:32)	2		AndreaMariaC
pair_96_(Genesis 1:1)	2		AndreaMariaC
pair_80_(Genesis 1:1)	2		AndreaMariaC
pair_78_(John 8:32)	2		AndreaMariaC
pair_31_(Ephesians 5:25)	3		AndreaMariaC
pair_7_(Ephesians 5:25)	3		AndreaMariaC
pair_91_(2 Corinthians 5:7)	3		AndreaMariaC
pair_25_(2 Corinthians 5:17)	2		AndreaMariaC
pair_142_(Exodus 20:3)	2		AndreaMariaC
pair_93_(2 Corinthians 5:17)	2		AndreaMariaC
pair_27_(2 Corinthians 5:7)	3		AndreaMariaC
pair_70_(Exodus 20:3)	2		AndreaMariaC
pair_136_(Hebrews 11:1)	2		AndreaMariaC
pair_117_(2 Corinthians 5:17)	3		AndreaMariaC
pair_92_(John 8:32)	2		AndreaMariaC
pair_105_(2 Corinthians 5:7)	4		AndreaMariaC
pair_74_(Ephesians 5:25)	2		AndreaMariaC
pair_15_(Genesis 1:1)	2		AndreaMariaC
pair_73_(Exodus 20:3)	3		AndreaMariaC
pair_96_(Ephesians 5:25)	3		AndreaMariaC
pair_44_(1 Samuel 16:7)	3		AndreaMariaC
pair_68_(1 John 4:8)	4		AndreaMariaC
pair_39_(2 Corinthians 5:17)	1		AndreaMariaC
pair_95_(John 8:32)	1		AndreaMariaC
pair_0_(Genesis 1:1)	2		AndreaMariaC
pair_50_(2 Corinthians 5:7)	2		AndreaMariaC
pair_84_(Ephesians 5:25)	3		AndreaMariaC
pair_139_(2 Corinthians 5:7)	3		AndreaMariaC
pair_119_(2 Corinthians 5:17)	2		AndreaMariaC
pair_129_(John 8:32)	3		AndreaMariaC
pair_23_(2 Corinthians 5:7)	2		shur
pair_130_(Genesis 1:1)	2		shur
pair_82_(1 John 4:8)	3		AndreaMariaC
pair_56_(Genesis 1:1)	3		AndreaMariaC
pair_72_(Exodus 20:3)	2		AndreaMariaC
pair_76_(Exodus 20:3)	2		AndreaMariaC
pair_80_(1 John 4:8)	3		AndreaMariaC
pair_69_(Genesis 1:1)	4		shur
pair_40_(Genesis 1:1)	2		AndreaMariaC
pair_78_(2 Corinthians 5:17)	2		shur
pair_111_(Exodus 20:3)	2		AndreaMariaC
pair_108_(John 8:32)	2		AndreaMariaC
pair_109_(John 8:32)	3		AndreaMariaC
pair_112_(2 Corinthians 5:7)	2		AndreaMariaC
pair_60_(2 Corinthians 5:7)	2		AndreaMariaC
pair_41_(John 8:32)	2		AndreaMariaC
pair_23_(John 8:32)	2		AndreaMariaC
pair_42_(Hebrews 11:1)	2		AndreaMariaC
pair_42_(Ephesians 5:25)	3		AndreaMariaC
pair_124_(Ephesians 5:25)	3		AndreaMariaC
pair_112_(Jeremiah 17:9)	2		AndreaMariaC
pair_43_(Exodus 20:3)	3		AndreaMariaC
pair_100_(Genesis 1:1)	3		AndreaMariaC
pair_132_(Exodus 20:3)	3		AndreaMariaC
pair_21_(1 Samuel 16:7)	2		AndreaMariaC
pair_123_(1 John 4:8)	2		AndreaMariaC
pair_21_(Exodus 20:3)	2		AndreaMariaC
pair_131_(2 Corinthians 5:7)	4		AndreaMariaC
pair_14_(Ephesians 5:25)	3		AndreaMariaC
pair_136_(John 8:32)	3		AndreaMariaC
pair_92_(Ephesians 5:25)	3		AndreaMariaC
pair_86_(Exodus 20:3)	2		AndreaMariaC
pair_143_(Exodus 20:3)	2		AndreaMariaC
pair_126_(Genesis 1:1)	2		AndreaMariaC
pair_44_(Jeremiah 17:9)	2		AndreaMariaC
pair_98_(1 John 4:8)	3		AndreaMariaC
pair_72_(1 John 4:8)	4		AndreaMariaC
pair_119_(Genesis 1:1)	2		AndreaMariaC
pair_129_(1 Samuel 16:7)	3		AndreaMariaC
pair_79_(2 Corinthians 5:17)	3		AndreaMariaC
pair_144_(Ephesians 5:25)	2		AndreaMariaC
pair_56_(1 John 4:8)	2		AndreaMariaC
pair_10_(Genesis 1:1)	2		AndreaMariaC
pair_84_(2 Corinthians 5:17)	3		AndreaMariaC
pair_91_(Hebrews 11:1)	3		AndreaMariaC
pair_42_(John 8:32)	2		AndreaMariaC
pair_36_(1 John 4:8)	2		AndreaMariaC
pair_105_(Hebrews 11:1)	1		AndreaMariaC
pair_37_(1 Samuel 16:7)	3		AndreaMariaC
pair_36_(1 Samuel 16:7)	3		AndreaMariaC
pair_145_(Jeremiah 17:9)	3		AndreaMariaC
pair_74_(Hebrews 11:1)	3		AndreaMariaC
pair_74_(1 Samuel 16:7)	2		AndreaMariaC
pair_45_(Ephesians 5:25)	4		AndreaMariaC
pair_26_(2 Corinthians 5:7)	3		AndreaMariaC
pair_72_(2 Corinthians 5:7)	2		AndreaMariaC
pair_35_(Hebrews 11:1)	1		AndreaMariaC
pair_62_(Genesis 1:1)	2		AndreaMariaC
pair_6_(2 Corinthians 5:17)	2		AndreaMariaC
pair_107_(Genesis 1:1)	4		AndreaMariaC
pair_23_(2 Corinthians 5:17)	2		AndreaMariaC
pair_143_(Jeremiah 17:9)	2		AndreaMariaC
pair_121_(Genesis 1:1)	4		AndreaMariaC
pair_56_(Hebrews 11:1)	3		AndreaMariaC
pair_12_(Jeremiah 17:9)	2		AndreaMariaC
pair_59_(Ephesians 5:25)	3		AndreaMariaC
pair_147_(John 8:32)	2		AndreaMariaC
pair_39_(2 Corinthians 5:7)	3		AndreaMariaC
pair_41_(Genesis 1:1)	2		AndreaMariaC
pair_89_(2 Corinthians 5:7)	3		AndreaMariaC
pair_17_(Exodus 20:3)	2		AndreaMariaC
pair_35_(John 8:32)	2		AndreaMariaC
pair_65_(1 John 4:8)	4		AndreaMariaC
pair_121_(Jeremiah 17:9)	2		AndreaMariaC
pair_121_(John 8:32)	1		AndreaMariaC
pair_52_(John 8:32)	4		AndreaMariaC
pair_134_(Ephesians 5:25)	3		AndreaMariaC
pair_65_(2 Corinthians 5:17)	3		AndreaMariaC
pair_84_(John 8:32)	2		AndreaMariaC
pair_50_(Ephesians 5:25)	4		AndreaMariaC
pair_63_(Exodus 20:3)	2		AndreaMariaC
pair_98_(2 Corinthians 5:7)	3		AndreaMariaC
pair_4_(Genesis 1:1)	3		AndreaMariaC
pair_131_(John 8:32)	3		AndreaMariaC
pair_49_(Genesis 1:1)	3		AndreaMariaC
pair_140_(1 John 4:8)	3		AndreaMariaC
pair_0_(Jeremiah 17:9)	2		AndreaMariaC
pair_24_(Exodus 20:3)	3		AndreaMariaC
pair_21_(Genesis 1:1)	3		AndreaMariaC
pair_122_(Exodus 20:3)	2		AndreaMariaC
pair_100_(Exodus 20:3)	2		AndreaMariaC
pair_108_(1 John 4:8)	4		AndreaMariaC
pair_115_(John 8:32)	2		AndreaMariaC
pair_58_(Ephesians 5:25)	2		AndreaMariaC
pair_2_(1 John 4:8)	3		AndreaMariaC
pair_83_(Jeremiah 17:9)	2		AndreaMariaC
pair_85_(Hebrews 11:1)	1		AndreaMariaC
pair_87_(John 8:32)	1		AndreaMariaC
pair_43_(1 Samuel 16:7)	2		AndreaMariaC
pair_124_(Genesis 1:1)	2		AndreaMariaC
pair_106_(Exodus 20:3)	3		AndreaMariaC
pair_32_(1 Samuel 16:7)	2		AndreaMariaC
pair_5_(Jeremiah 17:9)	3		AndreaMariaC
pair_85_(John 8:32)	3		AndreaMariaC
pair_98_(Exodus 20:3)	3		AndreaMariaC
pair_146_(2 Corinthians 5:7)	4		AndreaMariaC
pair_42_(1 John 4:8)	4		AndreaMariaC
pair_56_(Exodus 20:3)	3		AndreaMariaC
pair_53_(1 Samuel 16:7)	2		AndreaMariaC
pair_94_(2 Corinthians 5:17)	3		AndreaMariaC
pair_137_(John 8:32)	2		AndreaMariaC
pair_38_(Hebrews 11:1)	2		AndreaMariaC
pair_125_(Genesis 1:1)	3		AndreaMariaC
pair_35_(Exodus 20:3)	3		AndreaMariaC
pair_88_(1 Samuel 16:7)	2		AndreaMariaC
pair_104_(1 John 4:8)	4		AndreaMariaC
pair_101_(2 Corinthians 5:7)	3		AndreaMariaC
pair_144_(2 Corinthians 5:7)	2		AndreaMariaC
pair_44_(John 8:32)	1		shur
pair_113_(1 Samuel 16:7)	3		shur
pair_144_(Hebrews 11:1)	2		shur
pair_123_(2 Corinthians 5:7)	3		shur
pair_74_(Genesis 1:1)	1		shur
pair_30_(Hebrews 11:1)	4		shur
pair_16_(Exodus 20:3)	2		shur
pair_23_(Genesis 1:1)	3		shur
pair_128_(Hebrews 11:1)	2		shur
pair_145_(2 Corinthians 5:17)	2		shur
pair_61_(2 Corinthians 5:17)	1		shur
pair_21_(Hebrews 11:1)	1		shur
pair_90_(John 8:32)	2		AndreaMariaC
pair_6_(Ephesians 5:25)	2		AndreaMariaC
pair_138_(Ephesians 5:25)	3		AndreaMariaC
pair_107_(John 8:32)	2		AndreaMariaC
pair_83_(Ephesians 5:25)	2		AndreaMariaC
pair_98_(1 Samuel 16:7)	2		AndreaMariaC
pair_51_(Jeremiah 17:9)	2		AndreaMariaC
pair_7_(Hebrews 11:1)	3		AndreaMariaC
pair_29_(Ephesians 5:25)	3		AndreaMariaC
pair_120_(John 8:32)	2		AndreaMariaC
pair_112_(2 Corinthians 5:17)	2		AndreaMariaC
pair_106_(Genesis 1:1)	2		AndreaMariaC
pair_102_(1 John 4:8)	3		AndreaMariaC
pair_17_(1 Samuel 16:7)	2		AndreaMariaC
pair_122_(Hebrews 11:1)	3		AndreaMariaC
pair_81_(Ephesians 5:25)	1		AndreaMariaC
pair_11_(Genesis 1:1)	2		AndreaMariaC
pair_73_(Jeremiah 17:9)	2		AndreaMariaC
pair_141_(John 8:32)	2		AndreaMariaC
pair_4_(1 John 4:8)	4		AndreaMariaC
pair_69_(Exodus 20:3)	2		AndreaMariaC
pair_4_(2 Corinthians 5:17)	3		AndreaMariaC
pair_102_(John 8:32)	3		AndreaMariaC
pair_26_(Hebrews 11:1)	3		AndreaMariaC
pair_100_(1 Samuel 16:7)	2		AndreaMariaC
pair_41_(Jeremiah 17:9)	3		AndreaMariaC
pair_141_(2 Corinthians 5:17)	2		AndreaMariaC
pair_16_(2 Corinthians 5:7)	2		AndreaMariaC
pair_48_(2 Corinthians 5:17)	2		AndreaMariaC
pair_71_(Hebrews 11:1)	3		AndreaMariaC
pair_86_(2 Corinthians 5:17)	3		AndreaMariaC
pair_3_(Exodus 20:3)	3		AndreaMariaC
pair_19_(Exodus 20:3)	2		AndreaMariaC
